cat,label,review
书籍,0,虽然作者花了很多篇幅，但看了以后有点失望，感觉钱白花了。书里面实际上大部分都是个人抒情，小女人的自怜自爱。可爱倒是可爱，但是实用性上，我觉得不如《求医不如求己》。实际上《31岁》这本书，为数不多的精华思想，都来自于这本《求医》。《求医》内容之丰富，逻辑之严谨，行文之流畅有趣，学识之渊博，阐述之客观，是这本书所不能及的。如果有《求医》，这本书，可以不用买了。
洗发水,0,不好用，用了几次长头皮屑，我以前从来没有头屑，感觉像假货，还是资生堂的质量有保障
洗发水,0,自营就是个坑，大家要注意了
水果,0,第一次在京东买水果，想不到苹果真心难吃，用:小.酸.涩三个字形容最贴切不过了，伤心指数五颗星!
衣服,0,刚刚拿到裤子的时候很合身，结果一洗就掉色，而且裤子还缩水。现在丑到要死都不好意思穿。强烈差评。
水果,1,这个白水苹果的确是与众不同，吃口特别好，爽脆的很，陕西的水土出这些好苹果！
酒店,1,本想订汉庭，地理位置不错的酒店，从汽车西站叫车过去15元，离文昌阁几步之遥，10分钟可到有名的福满楼，金鹰国际购物中心、时代广场近在咫尺。个园、何园、瘦西湖步行20分钟内均可到达，三轮的话5元没问题。大堂宽敞，房间设施符合三星要求，床铺整洁。只是卫生间略显成旧，用的是浴缸，不过坐厕、龙头都是美标的，水也不是想象中那幺小、凉，总体还算不错。10元的早餐内容较少，不过咱也不图这个对吧！哈哈，下次去还订那儿。补充点评 2008年5月13日 ： 本想订汉庭，预定已满订了红杉树。地理位置不错的酒店，从汽车西站叫车过去15元，离文昌阁几步之遥，10分钟可到有名的福满楼，金鹰国际购物中心、时代广场近在咫尺。个园、何园、瘦西湖步行20分钟内均可到达，三轮的话5元没问题。大堂宽敞，房间设施符合三星要求，床铺整洁。只是卫生间略显成旧，用的是浴缸，不过坐厕、龙头都是美标的，水也不是想象中那幺小、凉，总体还算不错。10元的早餐内容较少，不过咱也不图这个对吧！哈哈，下次去还订那儿。
酒店,0,没有风景光看墙了，差
洗发水,1,很实惠，这么大几瓶，京东物流很给力，特别是物流小哥也很有责任心，并且还送货上门！
平板,1,最后一个是和ipad mini的对比，细长一点，拿着操作手感不错。
平板,0,给差评，跟这款手机没关系，对华为这种销售方式很不满，之前想买Mate7的，抢了3、4月没抢到，能抢到的时候都快一年了，那买来干嘛。现在想买荣誉7全网通版的，不知道是不是也这样
平板,1,可以支持内存卡
洗发水,1,很好，不错，多次购买，信赖，好，好，好，好，好，好，好，好，好次
酒店,1,行政房确实不错，服务好，房间也舒服这个价位真?
洗发水,1,清杨男士专用洗发水是老牌子，用一段时间看一下发质，好用再来
水果,0,买了两次，这个真心不咋地，29.9和超市比差多了，关键是货有烂的，以后都不会买宏辉的苹果了
计算机,1,HP的牌子，值这个价格。这款本本在国内的出货比美国慢，造型紧凑，适合女生使用。
洗发水,0,京东啊我购物好几次了对你们产品质量还是不放心用同看吧
热水器,1,快递真快，热水器已经安装好了，售后服务态度挺好，而其东西不错，质量挺好，用起来很舒服。谢谢卖家！
平板,1,用了一个下午感觉很不错，这个平板手机好用没话说，下次还会支持京东…
水果,1,太好吃了，像我老婆那么挑剔水果的人都让我再次购买，就知道了
水果,1,非常满意的一次购物，苹果脆甜，还会购买。
酒店,0,前台服务员表情太生硬，没有微笑服务
水果,0,外面看到挺好，切开中间都烂了。。。。。送爸妈的，结果好没面子哦
衣服,1,外套收到了，面料不错，老公很喜欢，穿着也舒服实在，棒棒哒
书籍,0,虽然书中的理论很好，但是太理论了。本来以为书中会编排一些适合朗读的内容，结果只是罗列了很多条你要怎么做，大失所望！
平板,1,买了两个，给小孩玩的。小孩很喜欢，应该不错。
水果,0,比后面那个小一点的根本不大，一样的不新鲜
衣服,1,良心话，这件裤子真的是太好了。
酒店,1,酒店设施不错， 服务很好。 但是交通不方便， 出租车不好找。去朱家角要计双程。 且酒店没有什么娱乐设施。 晚上比较无聊。酒店靠近东方绿洲2号口。 2号口里有出租自行车的地方， 强烈建议不要去那里租车。 车子很破，服务很差。 且4：30 就关门。过点就没办法还车， 押金就算买它的破车！？ 可以到1号口或者在酒店里面租车。
平板,1,看了评价下的单，拿到手后确实非常棒，可以和某水果媲美。为华为??为民族品牌骄傲！任总是中国企业家的榜样！
洗发水,1,是正品，*买了一大盒，很划算
手机,0,"还没有接通就死机,经常无原无故的死机!烦啊1ODM"
手机,1,手感很好
计算机,0,屏幕的边框是指纹收集器。屏幕亮度每次调低后，再重启，又变成最高了
水果,1,还没吃，但是看起来很甜的样子！很新鲜！
平板,1,第四次购买华为荣耀了，很好，支持国产！
洗发水,0,好假，生姜的没有一点生姜的香味和辣味，以后都不敢买了
酒店,1,该酒店比较干净，环境也不错，就是房间比较少，当我第二次再预定的时候，就已经没房间了。
水果,1,配送快 包装好 色泽也好 应该会好吃
衣服,0,垃圾，颜色偏差太大
书籍,0,被名字吸引，被别人的评论误导，买了回来，不知道有什么好笑，就是一本分类单词集，配了写不咸不淡的插图，不知道哪来体现出可以让你更容易记忆，有种上当的感觉！！！
书籍,1,这本书买的比较早，当时儿子还不到2岁，里面的字太多了，根本来不及读完，但是我是跟着他的进度走的。中间过了很久没有看，现在25个月，他有时候会自己翻出来看，让我就讲里面的故事，很喜欢听。最可贵的是里面的动物画的非常细腻，表情很形象。而且正是看了这本书，儿子不排斥吃蔬菜了。前天买了个小兔子给他，起名叫丹利。儿子还对兔子说“丹利，你有个菜园！”很大的缺点就是字太小。
衣服,1,好看帅极了，下次下次还回来买。没拍照片，小会拍照片
平板,0,太差，骗子，像素太差了！
平板,0,买了好久才评论，真的感觉不怎么样
计算机,0,稍有些厚重，随机驱动盘里缺少相应无线网卡驱动，要到网上下，驱动整体提供的很乱，装系统稍麻烦了些。
计算机,0,就是玩游戏不知道怎么回事，cs初次测试显示有问题，再试试看再说。
酒店,0,这家酒店简直就是招待所，房间一股霉味，洗澡热水要先开10分钟，浴缸小的可怜，房间的设施简陋，洗澡水从浴缸直接流出，经过地面到下水道，卫生间满地都是水，马桶的盖板比马桶小一圈。不知道为什么携程网会和这种垃圾酒店签协议。打死我都不会去住第二次了，总结：差!差!差!
书籍,0,没有看过日文版的，但是看过了后，感觉合适。内容很淡，没有什么深意。绘图也不怎么好。
酒店,0,晚上有电话来！！ 一个字，烦！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
书籍,0,我孩子8岁，对于她来说，这书不怎么样，也许适合幼儿园的孩子吧。
洗发水,1,是正品，很喜欢，以前没有用过，但今天用了一下感觉很好用的，
酒店,0,"2008年02月17日入住兴亚建国饭店,连四星的标准都不够,墙上有多处明显裂缝,卫生间的设施生锈,前台服务一般.服务员还说480元是特价期间的价格.携程订单上有水果送的,一直也没见送.郑州的5星酒店是应该重新评级了"
酒店,0,地理位置比较偏僻，但是不是不喜欢它的主要原因。280的房间，装修烂的不得了，地毯油黑油黑的，洗了澡都不敢光脚踩上去。卫生消毒肯定不到位。宽带不稳定，常掉线。
衣服,0,重发的裤子比我开始买的不一样，质量差多了。
书籍,0,这本书是买给小外甥的，原本以为会是一本很厚的书，至少内容没那么少和单调吧。收到货时，打开一看，太失望了，真不值得，和价钱相比这书太不值了
衣服,0,不好还没穿呢扣子就掉了
平板,0,对京东都无语了，价格一天一变，变得还挺开心哈！！！利用信息的不对称性挣钱。这和宰客有什么区别？还什么保价根本就保不了........
衣服,1,真是良心商家 质优价廉，面料手感很好，穿在身上也感觉舒服，下次还会关顾贵店的！
洗发水,0,差评！假货！！用完之后头发非常不好！！跟之前买的完全不一样，呵呵哒！再也不敢在京东买洗发水了 太假了！！！
衣服,0,气味重，还掉色，果然便宜没好货
衣服,1,裤子好看，没有色差，客服态度好，物流很快。
书籍,1,当美国发生次贷危机乃至影响全世界以后，对于应对危机，我们国内的绝大多数专家对此都异口同声，观点基本雷同，而且又莫衷一是，人云亦云，本书的作者以其独特的视觉和丰富的知识，在书中告诉我们这次危机的来龙去脉，我们国家应该以怎样的方式去直面这次危机，如何转危为安，化危为机；作为普通读者也能从书中领会到一些对自己有益的知识。读完这本书以后，你更能体会到一种不一样的思维，非常值得一读。
